tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-806,Toronto,Hard,96,1000,O,20260802,77,220367.0,30.0,,Leylah Fernandez,L,168.0,CAN,23.904,34.0,1344.0,259799.0,5.0,,Mirra Andreeva,R,,RUS,19.261,5.0,5293.0,6-1 6-4,3,R32,80.0,0.0,1.0,47.0,27.0,24.0,8.0,9.0,0.0,1.0,4.0,2.0,58.0,35.0,23.0,6,8.0,1.0,5.0
2026-806,Toronto,Hard,96,1000,O,20260802,78,211768.0,11.0,,Naomi Osaka,R,180.0,JPN,28.794,13.0,3281.0,210722.0,20.0,,Elise Mertens,R,179.0,BEL,30.708,24.0,1948.0,6-1 6-2,3,R32,71.0,7.0,2.0,46.0,26.0,22.0,12.0,8.0,3.0,3.0,5.0,5.0,53.0,28.0,17.0,7,7.0,4.0,8.0
2026-806,Toronto,Hard,96,1000,O,20260802,79,214643.0,,,Liudmila Samsonova,R,180.0,RUS,27.723,55.0,1068.0,233741.0,,Q,Maya Joint,R,,AUS,20.296,75.0,956.0,7-5 6-7(3) 6-2,3,R32,172.0,5.0,9.0,114.0,59.0,42.0,24.0,16.0,12.0,16.0,2.0,4.0,110.0,65.0,37.0,24,16.0,8.0,15.0
2026-806,Toronto,Hard,96,1000,O,20260802,80,214981.0,2.0,,Elena Rybakina,R,184.0,KAZ,27.127,2.0,8056.0,215983.0,28.0,,Ann Li,R,170.0,USA,26.1,31.0,1541.0,6-2 7-5,3,R32,90.0,2.0,1.0,54.0,32.0,22.0,14.0,10.0,2.0,4.0,0.0,4.0,70.0,32.0,23.0,13,10.0,1.0,6.0
2026-806,Toronto,Hard,96,1000,O,20260802,81,206420.0,16.0,,Ekaterina Alexandrova,R,175.0,RUS,31.713,19.0,2301.0,214544.0,1.0,,Aryna Sabalenka,R,182.0,BLR,28.244,1.0,8550.0,7-6(3) 4-6 6-4,3,R16,149.0,8.0,7.0,100.0,57.0,38.0,21.0,16.0,5.0,11.0,6.0,7.0,113.0,62.0,38.0,25,16.0,9.0,15.0
2026-806,Toronto,Hard,96,1000,O,20260802,82,202494.0,9.0,,Elina Svitolina,R,174.0,UKR,31.888,9.0,4459.0,216153.0,8.0,,Amanda Anisimova,R,180.0,USA,24.92,10.0,4353.0,6-2 6-4,3,R16,78.0,1.0,3.0,45.0,25.0,20.0,10.0,9.0,0.0,2.0,0.0,9.0,72.0,41.0,25.0,11,9.0,9.0,14.0
2026-806,Toronto,Hard,96,1000,O,20260802,83,223670.0,15.0,,Diana Shnaider,L,,RUS,22.333,17.0,2593.0,202468.0,3.0,,Jessica Pegula,R,170.0,USA,32.435,3.0,6625.0,6-3 6-3,3,R16,73.0,2.0,3.0,55.0,36.0,26.0,12.0,9.0,3.0,4.0,3.0,3.0,56.0,37.0,26.0,6,9.0,3.0,7.0
2026-806,Toronto,Hard,96,1000,O,20260802,84,216347.0,7.0,,Iga Swiatek,R,176.0,POL,25.172,8.0,4539.0,216146.0,10.0,,Marta Kostyuk,R,175.0,UKR,24.096,11.0,3925.0,3-6 6-1 6-2,3,R16,130.0,0.0,2.0,89.0,58.0,31.0,16.0,12.0,8.0,12.0,1.0,0.0,70.0,35.0,19.0,13,12.0,8.0,15.0
2026-806,Toronto,Hard,96,1000,O,20260802,85,202505.0,12.0,,Belinda Bencic,R,175.0,SUI,29.396,14.0,2845.0,223253.0,25.0,,Alexandra Eala,L,173.0,PHI,21.194,20.0,2106.0,6-4 6-0,3,R16,73.0,1.0,2.0,45.0,29.0,21.0,8.0,8.0,2.0,4.0,1.0,3.0,48.0,28.0,13.0,7,8.0,4.0,10.0
2026-806,Toronto,Hard,96,1000,O,20260802,86,221103.0,4.0,,Coco Gauff,R,175.0,USA,22.387,4.0,5649.0,252499.0,,Q,Alina Korneeva,R,,RUS,19.11,89.0,849.0,6-3 6-1,3,R16,74.0,3.0,3.0,48.0,32.0,20.0,5.0,8.0,0.0,3.0,0.0,5.0,68.0,39.0,20.0,6,8.0,5.0,12.0
2026-806,Toronto,Hard,96,1000,O,20260802,87,211768.0,11.0,,Naomi Osaka,R,180.0,JPN,28.794,13.0,3281.0,220367.0,30.0,,Leylah Fernandez,L,168.0,CAN,23.904,34.0,1344.0,6-4 6-4,3,R16,82.0,7.0,2.0,56.0,38.0,29.0,12.0,10.0,2.0,3.0,1.0,1.0,57.0,35.0,21.0,13,10.0,3.0,6.0
2026-806,Toronto,Hard,96,1000,O,20260802,88,214981.0,2.0,,Elena Rybakina,R,184.0,KAZ,27.127,2.0,8056.0,214643.0,,,Liudmila Samsonova,R,180.0,RUS,27.723,55.0,1068.0,6-4 4-6 6-4,3,R16,169.0,11.0,6.0,94.0,45.0,31.0,21.0,15.0,7.0,13.0,1.0,9.0,123.0,66.0,43.0,20,15.0,10.0,17.0
2026-806,Toronto,Hard,96,1000,O,20260802,89,202494.0,9.0,,Elina Svitolina,R,174.0,UKR,31.888,9.0,4459.0,206420.0,16.0,,Ekaterina Alexandrova,R,175.0,RUS,31.713,19.0,2301.0,3-6 6-0 6-3,3,QF,93.0,3.0,5.0,70.0,34.0,25.0,17.0,12.0,5.0,8.0,4.0,2.0,73.0,50.0,24.0,12,12.0,2.0,8.0
2026-806,Toronto,Hard,96,1000,O,20260802,90,216347.0,7.0,,Iga Swiatek,R,176.0,POL,25.172,8.0,4539.0,223670.0,15.0,,Diana Shnaider,L,,RUS,22.333,17.0,2593.0,6-2 6-1,3,QF,64.0,0.0,2.0,38.0,26.0,23.0,5.0,7.0,0.0,0.0,2.0,3.0,55.0,39.0,20.0,5,8.0,4.0,9.0
2026-806,Toronto,Hard,96,1000,O,20260802,91,221103.0,4.0,,Coco Gauff,R,175.0,USA,22.387,4.0,5649.0,202505.0,12.0,,Belinda Bencic,R,175.0,SUI,29.396,14.0,2845.0,W/O,3,QF,,,,,,,,,,,,,,,,,,,
2026-806,Toronto,Hard,96,1000,O,20260802,92,214981.0,2.0,,Elena Rybakina,R,184.0,KAZ,27.127,2.0,8056.0,211768.0,11.0,,Naomi Osaka,R,180.0,JPN,28.794,13.0,3281.0,4-6 7-6(5) 6-4,3,QF,153.0,15.0,6.0,109.0,61.0,45.0,23.0,16.0,4.0,7.0,3.0,6.0,109.0,68.0,44.0,22,16.0,3.0,6.0
2026-806,Toronto,Hard,96,1000,O,20260802,93,216347.0,7.0,,Iga Swiatek,R,176.0,POL,25.172,8.0,4539.0,202494.0,9.0,,Elina Svitolina,R,174.0,UKR,31.888,9.0,4459.0,6-3 1-6 6-3,3,SF,,0.0,4.0,103.0,73.0,41.0,14.0,13.0,14.0,19.0,1.0,4.0,77.0,49.0,29.0,12,12.0,8.0,13.0
2026-806,Toronto,Hard,96,1000,O,20260802,94,214981.0,2.0,,Elena Rybakina,R,184.0,KAZ,27.127,2.0,8056.0,221103.0,4.0,,Coco Gauff,R,175.0,USA,22.387,4.0,5649.0,5-7 6-2 6-2,3,SF,,5.0,1.0,80.0,46.0,34.0,21.0,14.0,3.0,4.0,3.0,6.0,98.0,60.0,38.0,17,14.0,7.0,11.0
2026-806,Toronto,Hard,96,1000,O,20260802,95,216347.0,7.0,,Iga Swiatek,R,176.0,POL,25.172,8.0,4539.0,214981.0,2.0,,Elena Rybakina,R,184.0,KAZ,27.127,2.0,8056.0,6-2 6-3,3,F,75.0,0.0,1.0,46.0,37.0,28.0,5.0,8.0,2.0,2.0,1.0,4.0,51.0,29.0,19.0,9,9.0,1.0,5.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,1,220309.0,,,Zeynep Sonmez,R,,TUR,24.287,50.0,1082.0,214082.0,,,Daria Kasatkina,R,170.0,AUS,29.268,68.0,1003.0,2-6 7-6(4) 6-3,3,R128,134.0,0.0,3.0,92.0,51.0,30.0,18.0,14.0,6.0,12.0,4.0,11.0,98.0,65.0,38.0,13,15.0,1.0,7.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,2,211843.0,,,Anhelina Kalinina,R,179.0,UKR,29.511,51.0,1081.0,221307.0,,WC,Darja Vidmanova,R,,CZE,23.592,88.0,842.0,4-6 6-4 6-2,3,R128,142.0,6.0,7.0,75.0,50.0,35.0,10.0,14.0,5.0,10.0,6.0,3.0,92.0,50.0,30.0,16,14.0,7.0,14.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,3,203501.0,,,Taylor Townsend,L,170.0,USA,30.324,94.0,813.0,215785.0,,,Camila Osorio,R,162.0,COL,24.641,55.0,1048.0,3-6 6-3 6-3,3,R128,130.0,9.0,1.0,82.0,56.0,36.0,16.0,14.0,3.0,6.0,2.0,7.0,90.0,47.0,31.0,20,13.0,7.0,11.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,4,215872.0,,,Kamilla Rakhimova,R,170.0,UZB,24.958,83.0,894.0,214040.0,,,Kimberly Birrell,R,170.0,AUS,28.29,69.0,999.0,6-2 6-2,3,R128,79.0,5.0,6.0,59.0,32.0,25.0,12.0,8.0,5.0,6.0,2.0,9.0,56.0,30.0,18.0,8,8.0,6.0,11.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,5,215899.0,,,Simona Waltert,R,,SUI,25.665,87.0,846.0,238075.0,,,Petra Marcinko,R,,CRO,20.69,72.0,974.0,5-7 6-4 6-2,3,R128,147.0,6.0,8.0,97.0,46.0,33.0,28.0,15.0,9.0,11.0,4.0,4.0,107.0,65.0,44.0,20,15.0,4.0,8.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,6,222391.0,,WC,Lois Boisson,R,,FRA,23.244,281.0,258.0,221909.0,,,Ashlyn Krueger,R,185.0,USA,22.267,56.0,1047.0,6-3 6-2,3,R128,82.0,3.0,3.0,50.0,26.0,21.0,18.0,9.0,0.0,0.0,1.0,7.0,69.0,39.0,24.0,13,8.0,10.0,13.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,7,211684.0,,,Magdalena Frech,R,171.0,POL,28.66,41.0,1185.0,222045.0,,,Antonia Ruzic,R,,CRO,23.562,61.0,1032.0,6-2 7-5,3,R128,96.0,7.0,2.0,55.0,28.0,19.0,14.0,10.0,1.0,4.0,0.0,5.0,63.0,40.0,19.0,8,10.0,6.0,12.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,8,211817.0,,,Elena Gabriela Ruse,R,,ROU,28.767,74.0,966.0,202663.0,,,Magda Linette,R,171.0,POL,34.5,62.0,1026.0,6-0 6-3,3,R128,79.0,1.0,5.0,51.0,23.0,17.0,14.0,7.0,2.0,3.0,3.0,6.0,51.0,22.0,13.0,8,8.0,2.0,8.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,9,220348.0,,,Diane Parry,R,170.0,FRA,23.948,66.0,1006.0,214452.0,,WC,Caroline Dolehide,R,178.0,USA,27.937,246.0,302.0,6-4 7-6(7),3,R128,127.0,4.0,3.0,77.0,37.0,29.0,21.0,11.0,0.0,1.0,1.0,7.0,81.0,59.0,40.0,10,11.0,8.0,10.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,10,213583.0,,,Tatjana Maria,R,172.0,GER,39.014,80.0,923.0,215035.0,,,Dayana Yastremska,R,175.0,UKR,26.245,107.0,747.0,6-1 6-2,3,R128,72.0,2.0,1.0,45.0,26.0,20.0,12.0,8.0,3.0,4.0,0.0,4.0,54.0,32.0,16.0,6,7.0,7.0,12.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,11,213710.0,,,Cristina Bucsa,R,,ESP,28.613,38.0,1224.0,215910.0,,,Panna Udvardy,R,170.0,HUN,27.874,77.0,961.0,6-2 1-6 7-5,3,R128,123.0,2.0,1.0,83.0,55.0,40.0,13.0,13.0,7.0,9.0,10.0,3.0,80.0,39.0,29.0,21,14.0,4.0,7.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,12,211107.0,,,Katie Boulter,R,180.0,GBR,30.031,71.0,987.0,220465.0,,WC,Katie Volynets,R,163.0,USA,24.616,89.0,838.0,7-5 0-6 6-4,3,R128,159.0,0.0,7.0,87.0,49.0,24.0,19.0,14.0,5.0,12.0,1.0,5.0,88.0,53.0,35.0,12,14.0,5.0,11.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,13,216083.0,,,Caty McNally,R,183.0,USA,24.728,70.0,990.0,220520.0,,,Mccartney Kessler,R,,USA,27.099,58.0,1040.0,6-3 6-4,3,R128,100.0,0.0,6.0,55.0,34.0,24.0,9.0,9.0,1.0,3.0,1.0,3.0,81.0,46.0,25.0,17,10.0,8.0,13.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,14,239383.0,,,Sara Bejlek,L,163.0,CZE,20.531,35.0,1289.0,201662.0,,,Karolina Pliskova,R,184.0,CZE,34.396,57.0,1041.0,6-0 6-2,3,R128,65.0,0.0,2.0,46.0,24.0,17.0,13.0,7.0,2.0,3.0,2.0,9.0,51.0,33.0,18.0,2,7.0,3.0,9.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,15,222601.0,,,Jessica Bouzas Maneiro,R,170.0,ESP,23.885,90.0,834.0,214388.0,,,Anna Bondar,R,175.0,HUN,29.219,76.0,961.0,6-3 7-6(5),3,R128,96.0,0.0,8.0,68.0,40.0,28.0,14.0,10.0,2.0,5.0,5.0,4.0,65.0,36.0,27.0,10,11.0,3.0,8.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,16,220750.0,,,Daria Snigur,R,173.0,UKR,24.392,45.0,1163.0,263857.0,,,Yuliia Starodubtseva,R,172.0,UKR,26.492,78.0,953.0,6-4 6-3,3,R128,101.0,3.0,4.0,64.0,39.0,29.0,11.0,10.0,4.0,6.0,0.0,1.0,68.0,35.0,16.0,20,9.0,6.0,10.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,17,214593.0,,Q,Lucrezia Stefanini,R,164.0,ITA,28.246,142.0,557.0,220714.0,,,Elisabetta Cocciaretto,R,166.0,ITA,25.547,60.0,1035.0,5-3 RET,3,R128,41.0,1.0,1.0,26.0,22.0,17.0,2.0,4.0,4.0,4.0,0.0,0.0,26.0,19.0,12.0,3,4.0,2.0,3.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,18,223360.0,,,Nikola Bartunkova,R,,CZE,20.463,39.0,1203.0,221406.0,,Q,Alina Charaeva,R,,ARM,24.22,113.0,694.0,4-6 6-4 6-3,3,R128,167.0,6.0,7.0,115.0,55.0,37.0,30.0,15.0,10.0,14.0,6.0,5.0,92.0,54.0,35.0,17,14.0,8.0,13.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,19,215020.0,,Q,Anna Blinkova,R,179.0,RUS,27.935,111.0,734.0,216566.0,,Q,Mananchaya Sawangkaew,R,,THA,24.093,105.0,750.0,1-6 6-2 6-3,3,R128,105.0,4.0,5.0,83.0,54.0,33.0,13.0,12.0,5.0,9.0,4.0,4.0,73.0,48.0,30.0,12,12.0,9.0,14.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,20,221883.0,,,Talia Gibson,R,,AUS,22.152,65.0,1010.0,260172.0,,Q,Lilli Tagger,,,AUT,18.486,48.0,1123.0,4-6 6-1 7-5,3,R128,156.0,8.0,7.0,104.0,50.0,37.0,24.0,15.0,6.0,10.0,11.0,6.0,88.0,52.0,37.0,13,14.0,7.0,13.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,21,216016.0,,Q,Xiyu Wang,L,,CHN,25.377,108.0,743.0,221237.0,,,Maria Timofeeva,R,167.0,UZB,22.735,96.0,806.0,6-0 3-0 RET,3,R128,60.0,0.0,2.0,43.0,28.0,19.0,8.0,5.0,7.0,7.0,0.0,3.0,23.0,7.0,2.0,4,4.0,5.0,9.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,22,211337.0,,,Tamara Korpatsch,R,170.0,GER,31.255,47.0,1128.0,233741.0,,,Maya Joint,R,,AUS,20.326,67.0,1006.0,0-6 6-3 6-4,3,R128,125.0,0.0,7.0,75.0,44.0,18.0,13.0,13.0,2.0,10.0,1.0,2.0,89.0,61.0,30.0,11,12.0,9.0,16.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,23,203530.0,,,Viktorija Golubic,R,169.0,SUI,33.823,52.0,1072.0,219917.0,,,Alycia Parks,R,185.0,USA,25.615,63.0,1014.0,6-2 6-2,3,R128,70.0,0.0,2.0,54.0,39.0,31.0,6.0,8.0,7.0,7.0,4.0,6.0,54.0,25.0,14.0,12,8.0,3.0,7.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,24,220716.0,,,Oleksandra Oliynykova,R,170.0,UKR,25.607,46.0,1154.0,220722.0,,WC,Elvina Kalieva,R,178.0,USA,23.048,120.0,640.0,6-4 6-1,3,R128,84.0,2.0,8.0,69.0,39.0,25.0,15.0,9.0,8.0,10.0,1.0,2.0,45.0,24.0,11.0,9,8.0,1.0,6.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,25,220548.0,,,Peyton Stearns,R,,USA,24.846,53.0,1061.0,211279.0,,Q,Harriet Dart,R,175.0,GBR,30.043,143.0,557.0,6-1 7-6(6),3,R128,95.0,9.0,3.0,63.0,37.0,29.0,11.0,10.0,2.0,4.0,3.0,6.0,62.0,27.0,20.0,11,9.0,2.0,6.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,26,215306.0,,Q,Emiliana Arango,R,,COL,25.709,95.0,813.0,200748.0,,WC,Venus Williams,R,185.0,USA,46.155,615.0,75.0,6-2 6-2,3,R128,66.0,2.0,1.0,49.0,35.0,25.0,9.0,8.0,1.0,1.0,1.0,2.0,50.0,29.0,12.0,12,8.0,1.0,5.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,27,216133.0,,,Xinyu Wang,R,182.0,CHN,24.879,36.0,1248.0,243420.0,,Q,Hanne Vandewinkel,,,BEL,22.229,82.0,,6-4 6-3,3,R128,107.0,2.0,7.0,52.0,26.0,18.0,13.0,9.0,6.0,9.0,3.0,9.0,94.0,52.0,34.0,11,10.0,11.0,17.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,28,238184.0,,,Tereza Valentova,R,168.0,CZE,19.477,64.0,,269265.0,,Q,Mary Stoiana,,,USA,23.272,130.0,,6-2 7-6(4),3,R128,97.0,3.0,5.0,60.0,40.0,28.0,9.0,10.0,1.0,4.0,1.0,3.0,65.0,46.0,27.0,8,10.0,7.0,12.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,29,214643.0,,,Liudmila Samsonova,R,180.0,RUS,27.753,43.0,1178.0,201709.0,,,Yulia Putintseva,R,163.0,KAZ,31.597,81.0,,7-6(5) 5-7 7-5,3,R128,189.0,6.0,10.0,115.0,61.0,47.0,22.0,18.0,2.0,6.0,3.0,1.0,106.0,72.0,46.0,20,18.0,0.0,4.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,30,201533.0,,,Shuai Zhang,R,177.0,CHN,37.558,54.0,,215037.0,,Q,Kayla Day,L,173.0,USA,26.875,121.0,,2-6 6-2 6-2,3,R128,109.0,0.0,2.0,74.0,54.0,38.0,8.0,12.0,1.0,3.0,8.0,5.0,83.0,57.0,36.0,10,12.0,8.0,12.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,31,213550.0,,WC,Sofia Kenin,R,170.0,USA,27.746,115.0,,220332.0,,LL,Eva Lys,R,165.0,GER,24.583,92.0,,1-6 6-3 6-3,3,R128,101.0,1.0,6.0,64.0,38.0,29.0,12.0,12.0,5.0,8.0,5.0,10.0,78.0,52.0,41.0,7,13.0,1.0,5.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,32,201585.0,,WC,Sloane Stephens,R,170.0,USA,33.399,240.0,,221257.0,,Q,Sinja Kraus,R,180.0,AUT,24.294,85.0,,7-5 6-3,3,R128,110.0,3.0,2.0,86.0,60.0,40.0,12.0,10.0,7.0,8.0,0.0,5.0,71.0,39.0,24.0,17,11.0,3.0,7.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,33,222328.0,6.0,,Linda Noskova,R,,CZE,21.736,8.0,5016.0,211107.0,,,Katie Boulter,R,180.0,GBR,30.031,71.0,987.0,6-3 6-3,3,R64,76.0,10.0,6.0,49.0,32.0,25.0,9.0,9.0,1.0,2.0,0.0,7.0,61.0,32.0,21.0,11,9.0,5.0,9.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,34,220704.0,27.0,,Clara Tauson,R,182.0,DEN,23.644,42.0,1184.0,220548.0,,,Peyton Stearns,R,,USA,24.846,53.0,1061.0,7-6(7) 1-6 7-5,3,R64,170.0,13.0,10.0,126.0,82.0,50.0,16.0,16.0,12.0,19.0,8.0,6.0,102.0,57.0,37.0,17,15.0,4.0,9.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,35,223253.0,17.0,,Alexandra Eala,L,173.0,PHI,21.224,20.0,2216.0,211817.0,,,Elena Gabriela Ruse,R,,ROU,28.767,74.0,966.0,6-1 3-0 RET,3,R64,57.0,0.0,0.0,34.0,18.0,12.0,11.0,5.0,1.0,2.0,1.0,2.0,28.0,11.0,5.0,3,5.0,0.0,5.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,36,216153.0,9.0,,Amanda Anisimova,R,180.0,USA,24.95,10.0,4353.0,220309.0,,,Zeynep Sonmez,R,,TUR,24.287,50.0,1082.0,6-2 6-3,3,R64,76.0,7.0,5.0,54.0,34.0,23.0,10.0,9.0,4.0,7.0,2.0,7.0,62.0,37.0,19.0,7,8.0,6.0,12.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,37,201514.0,15.0,,Sorana Cirstea,R,176.0,ROU,36.35,19.0,2502.0,223360.0,,,Nikola Bartunkova,R,,CZE,20.463,39.0,1203.0,7-6(5) 6-3,3,R64,116.0,3.0,8.0,91.0,53.0,40.0,15.0,10.0,5.0,6.0,3.0,2.0,77.0,40.0,29.0,16,11.0,4.0,7.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,38,214939.0,18.0,,Anna Kalinskaya,R,175.0,RUS,27.696,21.0,2083.0,216083.0,,,Caty McNally,R,183.0,USA,24.728,70.0,990.0,6-3 6-4,3,R64,93.0,0.0,4.0,58.0,28.0,16.0,16.0,10.0,1.0,4.0,1.0,4.0,55.0,34.0,18.0,9,9.0,5.0,10.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,39,215613.0,25.0,,Emma Navarro,R,,USA,25.237,28.0,1669.0,211843.0,,,Anhelina Kalinina,R,179.0,UKR,29.511,51.0,1081.0,3-6 6-4 6-2,3,R64,136.0,15.0,7.0,92.0,49.0,40.0,15.0,14.0,6.0,9.0,2.0,5.0,77.0,47.0,33.0,17,13.0,3.0,7.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,40,202468.0,3.0,,Jessica Pegula,R,170.0,USA,32.465,3.0,6680.0,215899.0,,,Simona Waltert,R,,SUI,25.665,87.0,846.0,6-3 6-2,3,R64,91.0,3.0,1.0,52.0,32.0,23.0,10.0,8.0,4.0,6.0,4.0,11.0,67.0,36.0,18.0,11,9.0,5.0,11.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,41,206289.0,29.0,,Maria Sakkari,R,172.0,GRE,31.053,32.0,1385.0,215872.0,,,Kamilla Rakhimova,R,170.0,UZB,24.958,83.0,894.0,6-2 5-7 6-1,3,R64,169.0,6.0,6.0,97.0,47.0,32.0,22.0,14.0,7.0,12.0,2.0,6.0,104.0,55.0,31.0,18,13.0,11.0,19.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,42,220348.0,,,Diane Parry,R,170.0,FRA,23.948,66.0,1006.0,210722.0,21.0,,Elise Mertens,R,179.0,BEL,30.738,22.0,2003.0,2-6 6-2 6-2,3,R64,140.0,1.0,4.0,76.0,44.0,33.0,13.0,12.0,3.0,6.0,1.0,5.0,85.0,46.0,25.0,18,12.0,7.0,12.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,43,222391.0,,WC,Lois Boisson,R,,FRA,23.244,281.0,258.0,202505.0,12.0,,Belinda Bencic,R,175.0,SUI,29.426,12.0,2995.0,6-3 RET,3,R64,,4.0,3.0,33.0,16.0,11.0,10.0,5.0,1.0,2.0,2.0,2.0,32.0,21.0,11.0,5,4.0,2.0,4.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,44,223670.0,14.0,,Diana Shnaider,L,,RUS,22.363,14.0,2798.0,213583.0,,,Tatjana Maria,R,172.0,GER,39.014,80.0,923.0,6-2 7-5,3,R64,92.0,1.0,2.0,61.0,33.0,22.0,17.0,10.0,1.0,3.0,1.0,6.0,64.0,29.0,16.0,15,10.0,4.0,9.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,45,216081.0,19.0,,Maja Chwalinska,L,,POL,24.838,23.0,1984.0,213710.0,,,Cristina Bucsa,R,,ESP,28.613,38.0,1224.0,6-2 6-2,3,R64,91.0,0.0,2.0,56.0,28.0,20.0,14.0,8.0,4.0,6.0,0.0,3.0,46.0,28.0,13.0,5,8.0,5.0,11.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,46,211684.0,,,Magdalena Frech,R,171.0,POL,28.66,41.0,1185.0,211533.0,26.0,,Jelena Ostapenko,R,177.0,LAT,29.18,30.0,1537.0,6-1 6-3,3,R64,82.0,3.0,1.0,48.0,25.0,20.0,12.0,8.0,2.0,3.0,2.0,13.0,56.0,24.0,16.0,8,8.0,6.0,11.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,47,214544.0,1.0,,Aryna Sabalenka,R,182.0,BLR,28.274,1.0,8670.0,221883.0,,,Talia Gibson,R,,AUS,22.152,65.0,1010.0,6-2 7-6(2),3,R64,112.0,13.0,2.0,81.0,48.0,34.0,16.0,10.0,1.0,3.0,2.0,7.0,66.0,32.0,19.0,15,10.0,3.0,7.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,48,216133.0,,,Xinyu Wang,R,182.0,CHN,24.879,36.0,1248.0,202499.0,31.0,,Donna Vekic,R,179.0,CRO,30.125,34.0,1336.0,3-6 6-1 6-4,3,R64,131.0,3.0,8.0,82.0,47.0,36.0,17.0,13.0,3.0,5.0,5.0,5.0,81.0,50.0,32.0,14,13.0,5.0,9.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,49,239383.0,,,Sara Bejlek,L,163.0,CZE,20.531,35.0,1289.0,206252.0,23.0,,Barbora Krejcikova,R,178.0,CZE,30.653,26.0,1776.0,7-6(5) 6-4,3,R64,110.0,3.0,5.0,84.0,56.0,40.0,14.0,11.0,2.0,4.0,2.0,5.0,72.0,44.0,26.0,18,11.0,2.0,5.0
2026-1017,Cincinnati,Hard,96,1000,O,20260813,50,206420.0,16.0,,Ekaterina Alexandrova,R,175.0,RUS,31.743,18.0,2506.0,215020.0,,Q,Anna Blinkova,R,179.0,RUS,27.935,111.0,734.0,6-7(5) 6-4 7-5,3,R64,160.0,9.0,5.0,120.0,70.0,47.0,23.0,17.0,12.0,17.0,3.0,9.0,109.0,65.0,41.0,20,17.0,3.0,10.0
